CIDB ID#,SKU,Name,Unit Cost,Measure,Unit,Hidden MU (%),MU (%),Total,Internal Notes,Description,Status,Cost Code,Supplier,Product Link
7646370,,ABA Maintenance - HWU-HEP-RPL-263 - (CIDB 11.1) - Ventia,"$2,532.41",1,Ea.,0,5,"$2,659.03",,"Supply and install replacement Heat Pump Hot Water System 300L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes electric hot water boost system. Includes removal and disposal of existing heat pump services and all resultant waste. To suit all climatic zones.",Active,,,
7646371,,ABA Maintenance - HWU-HEP-RPL-265 - (CIDB 11.1) - Ventia,"$1,784.59",1,Ea.,0,5,"$1,873.82",,"Supply and install replacement Heat Pump Hot Water System 250L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes electric hot water boost system. Includes removal and disposal of existing heat pump services and all resultant waste. To suit all climatic zones.",Active,,,
7646382,,ABA Maintenance - HWU-HEP-RPL-276 - (CIDB 11.1) - Ventia,"$1,913.01",1,Ea.,0,5,"$2,008.66",,"Supply and install replacement complete cylinder for min 300L Heat Pump in same location and reconnect to existing heat pump compressor with all new valves. To suit all climate zones. Includes disconnection, removal and disposal of existing cylinder and all resultant waste. ",Active,,,
7646383,,ABA Maintenance - HWU-HEP-RPL-278 - (CIDB 11.1) - Ventia,"$1,575.45",1,Ea.,0,5,"$1,654.22",,"Supply and install replacement complete cylinder for min 250L Heat Pump in same location and reconnect to existing heat pump compressor with all new valves. To suit all climate zones. Includes disconnection, removal and disposal of existing cylinder and all resultant waste. ",Active,,,
7646384,,ABA Maintenance - HWU-HEP-RPL-279 - (CIDB 11.1) - Ventia,"$1,692.58",1,Ea.,0,5,"$1,777.21",,"Supply and install replacement complete compressor for min 300L Heat Pump in same location and reconnect to existing heat pump cylinder with all new valves. To suit all climate zones. Includes disconnection, removal and disposal of existing compressor and all resultant waste. ",Active,,,
7646385,,ABA Maintenance - HWU-HEP-RPL-281 - (CIDB 11.1) - Ventia,"$1,425.64",1,Ea.,0,5,"$1,496.92",,"Supply and install replacement complete compressor for min 250L Heat Pump in same location and reconnect to existing heat pump cylinder with all new valves. To suit all climate zones. Includes disconnection, removal and disposal of existing compressor and all resultant waste. ",Active,,,
7646305,,ABA Maintenance - HWU-HTP-SIN-197 - (CIDB 11.1) - Ventia,"$2,232.36",1,Ea.,0,5,"$2,343.98",,Supply and install new heat pump water heater. Includes removal and disposal of any resultant waste.,Active,,,
7645086,,ABA Maintenance - HWU-SLR-IAR-407 - (CIDB 11.1) - Ventia,$32.60,1,Ea.,0,5,$34.23,,"Examine and supply written report on all Electronic appliance,  including beyond economical repair (BER) reports for solar hot water heater. The written report must contain a fully itemised costing to repair the appliance and be submitted on approved template.",Active,,,
7646607,,ABA Maintenance - HWU-SLR-REP-503 - (CIDB 11.1) - Ventia,$39.87,1,Ea.,0,5,$41.86,,"Adjust hot water heater cistern, roof model. Supply and fix new ball valve washer and �O�-ring. Clean valve barrel, piston and valve orifice. Includes removal and disposal of existing and all resultant waste. ",Active,,,
7646331,,ABA Maintenance - HWU-SLR-RPL-223 - (CIDB 11.1) - Ventia,"$1,717.80",1,Ea.,0,5,"$1,803.69",,"Supply and install replacement 160L stainless steel Solar Hot Water System (similar to Edwards) storage tank on ground. Includes all electrical and plumbing fittings, connections, all valves and alterations to connect the new storage tank. Re-using existing solar panels, solar pump and electric or gas hot water boost system. Includes removal and disposal of existing and all resultant waste. ",Active,,,
7646332,,ABA Maintenance - HWU-SLR-RPL-224 - (CIDB 11.1) - Ventia,"$1,996.45",1,Ea.,0,5,"$2,096.27",,"Supply and install replacement 250L stainless steel Solar Hot Water System (similar to Edwards) storage tank on ground. Includes all electrical and plumbing fittings, connections, all valves and alterations to connect the new storage tank. Re-using existing solar panels, solar pump and electric or gas hot water boost system. Includes removal and disposal of existing and all resultant waste. ",Active,,,
7646333,,ABA Maintenance - HWU-SLR-RPL-225 - (CIDB 11.1) - Ventia,"$1,985.09",1,Ea.,0,5,"$2,084.34",,"Supply and install replacement 315L stainless steel Solar Hot Water System (similar to Edwards) storage tank on ground. Includes all electrical and plumbing fittings, connections, all valves and alterations to connect the new storage tank. Re-using existing solar panels, solar pump and electric or gas hot water boost system. Includes removal and disposal of existing and all resultant waste. ",Active,,,
7646334,,ABA Maintenance - HWU-SLR-RPL-226 - (CIDB 11.1) - Ventia,"$3,578.35",1,Ea.,0,5,"$3,757.27",,"Supply and install replacement Solar Hot Water System Fully Frost Protected (min. 300L to 330L). Includes all electrical and plumbing fittings, connections, all valves and alterations to connect the new storage tank and make fully operational. Includes solar panels (collectors), solar pump and electric hot water boost system. Includes removal and disposal of existing electric hot water services and all resultant waste. ",Active,,,
7646364,,ABA Maintenance - HWU-SLR-RPL-256 - (CIDB 11.1) - Ventia,"$3,576.44",1,Ea.,0,5,"$3,755.26",,"Supply and install replacement Solar Hot Water System Fully Frost Protected 300L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes solar panels (collectors), solar pump and electric hot water boost system. Includes removal and disposal of existing Solar hot water services and all resultant waste. ",Active,,,
7646365,,ABA Maintenance - HWU-SLR-RPL-257 - (CIDB 11.1) - Ventia,"$3,781.19",1,Ea.,0,5,"$3,970.25",,"Supply and install replacement Solar Hot Water System Fully Frost Protected 400L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes solar panels (collectors), solar pump and electric hot water boost system. Includes removal and disposal of existing Solar hot water services and all resultant waste. ",Active,,,
7646366,,ABA Maintenance - HWU-SLR-RPL-258 - (CIDB 11.1) - Ventia,"$3,393.14",1,Ea.,0,5,"$3,562.80",,"Supply and install replacement Solar Hot Water System Fully Frost Protected 250L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes solar panels (collectors), solar pump and electric hot water boost system. Includes removal and disposal of existing electric hot water services and all resultant waste. ",Active,,,
7646367,,ABA Maintenance - HWU-SLR-RPL-259 - (CIDB 11.1) - Ventia,"$3,382.39",1,Ea.,0,5,"$3,551.51",,"Supply and install replacement Solar Hot Water System Fully Frost Protected 250L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes solar panels (collectors), solar pump and electric hot water boost system. Includes removal and disposal of existing Solar hot water services and all resultant waste. ",Active,,,
7646372,,ABA Maintenance - HWU-SLR-RPL-266 - (CIDB 11.1) - Ventia,"$3,086.02",1,Ea.,0,5,"$3,240.32",,"Supply and install replacement Solar Hot Water System Frost Protected 250L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes solar panels (collectors), solar pump and electric hot water boost system. Includes removal and disposal of existing electric hot water services and all resultant waste. ",Active,,,
7646373,,ABA Maintenance - HWU-SLR-RPL-267 - (CIDB 11.1) - Ventia,"$3,086.02",1,Ea.,0,5,"$3,240.32",,"Supply and install replacement Solar Hot Water System Frost Protected 250L. Includes all electrical and plumbing fittings, pipe insulation, connections, all valves, concrete slab and alterations to connect the new storage tank and make fully operational. Includes solar panels (collectors), solar pump and electric hot water boost system. Includes removal and disposal of existing electric hot water services and all resultant waste.",Active,,,
7646374,,ABA Maintenance - HWU-SLR-RPL-268 - (CIDB 11.1) - Ventia,$856.15,1,Ea.,0,5,$898.96,,Supply and install one (1) replacement solar panel to suit existing limited frost protection Solar Hot Water Service. Includes removal and disposal of existing and all resultant waste.,Active,,,
7646375,,ABA Maintenance - HWU-SLR-RPL-269 - (CIDB 11.1) - Ventia,"$1,412.99",1,Ea.,0,5,"$1,483.64",,Supply and install two (2) replacement solar panels to suit existing limited frost protection Solar Hot Water Service. Includes removal and disposal of existing and all resultant waste.,Active,,,
7646376,,ABA Maintenance - HWU-SLR-RPL-270 - (CIDB 11.1) - Ventia,$930.83,1,Ea.,0,5,$977.37,,"Supply and install one (1) replacement frost protected solar panel including replacement anti-freeze liquid to suit existing Solar Hot Water Service. Includes removal and disposal of existing panel and anti-freeze, and all resultant waste. ",Active,,,
7646377,,ABA Maintenance - HWU-SLR-RPL-271 - (CIDB 11.1) - Ventia,"$1,527.06",1,Ea.,0,5,"$1,603.41",,"Supply and install two (2) replacement frost protected solar panel including replacement anti-freeze liquid to suit existing Solar Hot Water Service. Includes removal and disposal of existing panel and anti-freeze, and all resultant waste. ",Active,,,
7646378,,ABA Maintenance - HWU-SLR-RPL-272 - (CIDB 11.1) - Ventia,$356.88,1,Ea.,0,5,$374.72,,Supply and install approved replacement pump for Solar Hot Water Service. Includes removal and disposal of existing and all resultant waste.,Active,,,
7646379,,ABA Maintenance - HWU-SLR-RPL-273 - (CIDB 11.1) - Ventia,$489.26,1,Ea.,0,5,$513.72,,Supply and install replacement Solar Controller Kit for Solar Hot Water Service. Includes removal and disposal of existing and all resultant waste.,Active,,,
7646380,,ABA Maintenance - HWU-SLR-RPL-274 - (CIDB 11.1) - Ventia,$151.10,1,Ea.,0,5,$158.66,,Top up or renew anti-freeze in frost protected Solar Hot Water Service. Not to be claimed in combination with panel replacement items.,Active,,,
7646381,,ABA Maintenance - HWU-SLR-RPL-275 - (CIDB 11.1) - Ventia,"$1,504.88",1,Ea.,0,5,"$1,580.12",,"Supply and install replacement complete cylinder for min 250L Solar System in same location and reconnect to existing solar panels and pump with all new valves. Cylinder to suit frost protection system. Includes disconnection, removal and disposal of existing cylinder and all resultant waste. ",Active,,,
7645535,,ABA Maintenance - HZM-ACM-IAR-156 - (CIDB 11.1) - Ventia,$320.28,1,Ea.,0,5,$336.29,,"Inspect and report Asbestos Containing Material (ACM). Fully itemise type, location, extent, risk control measures, include photos and methodology required to remove and dispose of ready for clearance certification.",Active,,,
7645536,,ABA Maintenance - HZM-ACM-IAR-157 - (CIDB 11.1) - Ventia,$268.85,1,Ea.,0,5,$282.29,,"Inspect and report Asbestos Containing Material (ACM), provide Laboratory Test Results.",Active,,,
7645537,,ABA Maintenance - HZM-ACM-IAR-158 - (CIDB 11.1) - Ventia,$374.68,1,Ea.,0,5,$393.41,,"Inspect and report Provide Clearance Certificate -Asbestos -ACM, in accordance with regulatory requirement, specific to work, access and adjoining areas. Includes photos.",Active,,,
7645538,,ABA Maintenance - HZM-ACM-IAR-159 - (CIDB 11.1) - Ventia,$283.29,1,Ea.,0,5,$297.45,,"Inspect and report Hazardous Substances. Fully itemise type, extent, risk control measures and recommended treatment, include photos methodology required to remove and dispose of ready for clearance certification.",Active,,,
7646652,,ABA Maintenance - HZM-ACM-IAR-42 - (CIDB 11.1) - Ventia,$111.52,1,Ea.,0,5,$117.10,,"Inspect and report on Roof Asbestos-containing materials (ACM). SUPER SIX ROOFS ONLY. Fully itemise all defects identified, include photos. Report to be in approved template. Includes the supply of required safety system for completion of the work.",Active,,,
7645541,,ABA Maintenance - HZM-ACM-RND-162 - (CIDB 11.1) - Ventia,$92.00,1,m2,0,5,$96.60,,"Remove and dispose of asbestos cement product ACM up to and including 10m2 only. All locations Includes allowance to provide material laboratory test results, clearance certificate and tip dockets to Principle.",Active,,,
7645542,,ABA Maintenance - HZM-ACM-RND-163 - (CIDB 11.1) - Ventia,$122.00,1,m2,0,5,$128.10,,"Remove and dispose of Exterior Asbestos cement product (ACM) over 10m2. Includes allowance to provide material laboratory test results, clearance certificate and tip dockets to principle. Includes all necessary approvals.  Two storey. Includes allowance for required safety system.",Active,,,
7645543,,ABA Maintenance - HZM-ACM-RND-164 - (CIDB 11.1) - Ventia,$92.00,1,m2,0,5,$96.60,,"Remove and dispose of internal Asbestos-cement product ACM over 10m2. Includes allowance to provide material laboratory test results, clearance certificate and tip dockets to Principle. ",Active,,,
7645544,,ABA Maintenance - HZM-ACM-RND-165 - (CIDB 11.1) - Ventia,$122.00,1,m2,0,5,$128.10,,"Remove and dispose of Exterior Asbestos cement product ACM over 10m2. Includes allowance to provide material laboratory test results, clearance certificate and tip dockets to principle. Includes all necessary approvals. Single storey. Includes the supply of any necessary required safety systems for the completion of the works. ",Active,,,
7645545,,ABA Maintenance - HZM-ACM-RND-166 - (CIDB 11.1) - Ventia,"$1,003.00",1,Ea.,0,5,"$1,053.15",,"Removal and disposal of all asbestos cement sheeting wall, ceiling, floor in bathroom &gt;10m� up to &lt;20m�. Includes all tiles fixed to sheeting, timber trims, fixtures and fittings. Allowance to provide material laboratory test results, clearance certificate and tip dockets to principle. Includes removal and disposal of all resultant waste that is not asbestos.    ",Active,,,
7645540,,ABA Maintenance - HZM-ACM-SER-161 - (CIDB 11.1) - Ventia,$238.46,1,Ea.,0,5,$250.38,,Make safe friable asbestos/spray contaminated area with�PVA up to 50m2 (Internal & External). PVA solution is to include coloured dye for visual identification. Code covers all required PPE.,Active,,,
7645539,,ABA Maintenance - HZM-CDL-IAR-160 - (CIDB 11.1) - Ventia,$419.10,1,Ea.,0,5,$440.06,,"Inspect and report Clandestine Drug Laboratory. Fully itemise risk control measures and recommended treatment/removal ready for clearance certification, include photos. ",Active,,,
7645737,,ABA Maintenance - INS-CEB-SIN-115 - (CIDB 11.1) - Ventia,$20.29,1,m2,0,5,$21.30,,"Supply and install new insulation to ceiling as specified - R2.5 grade - placed between ceiling joists, ceiling lining in-situ. Includes disposal of all resultant waste.",Active,,,
7645738,,ABA Maintenance - INS-CEB-SIN-116 - (CIDB 11.1) - Ventia,$20.29,1,m2,0,5,$21.30,,"Supply and install new insulation to ceiling as specified - R2.0 grade - placed between ceiling joists, ceiling lining in-situ. Includes disposal of all resultant waste.",Active,,,
7645739,,ABA Maintenance - INS-CEB-SIN-117 - (CIDB 11.1) - Ventia,$19.06,1,m2,0,5,$20.01,,"Supply and install new insulation to ceiling as specified - R1.5 grade - placed between ceiling joists, ceiling lining in-situ. Includes disposal of all resultant waste.",Active,,,
7645740,,ABA Maintenance - INS-CEB-SIN-118 - (CIDB 11.1) - Ventia,$27.95,1,m2,0,5,$29.35,,"Supply and install new insulation to ceiling as specified - R4.0 grade - placed between ceiling joists, ceiling lining in-situ. Includes disposal of all resultant waste. COLD CLIMATES ONLY.",Active,,,
7645741,,ABA Maintenance - INS-CEB-SIN-119 - (CIDB 11.1) - Ventia,$27.73,1,m3,0,5,$29.12,,"Supply and install new insulation to ceiling as specified - R5.0 grade - placed between ceiling joists, ceiling lining in-situ. Includes disposal of all resultant waste. COLD CLIMATES ONLY.",Active,,,
7645742,,ABA Maintenance - INS-CEB-SIN-120 - (CIDB 11.1) - Ventia,$25.25,1,m3,0,5,$26.51,,"Supply and install new insulation to ceiling as specified - R3.5 grade - placed between ceiling joists, ceiling lining in-situ. Includes disposal of all resultant waste.",Active,,,
7645743,,ABA Maintenance - INS-WAB-SIN-121 - (CIDB 11.1) - Ventia,$20.48,1,m2,0,5,$21.50,,Supply and install new insulation to external walls as specified - R1.5 grade. In un-lined timber frame walls. Includes disposal of all resultant waste.,Active,,,
7645087,,ABA Maintenance - INT-ATI-IAR-408 - (CIDB 11.1) - Ventia,$68.99,1,Ea.,0,5,$72.44,,"Inspect and report on intercom system. Report is to fully itemise all defects identified, include photos using approved report template.",Active,,,
7647229,,ABA Maintenance - INT-ATI-REP-269 - (CIDB 11.1) - Ventia,$174.14,1,Ea.,0,5,$182.85,,Remove and dispose of damaged wiring and supply and install new wiring from electric door striker to entry quick module. Including all weatherproof components to secure entry to dwelling. Work to completed in accordance with manufacturers specification.,Active,,,
7644944,,ABA Maintenance - INT-ATI-RPL-270 - (CIDB 11.1) - Ventia,$149.37,1,Ea.,0,5,$156.84,,"Supply FOB key, programmed to current system.",Active,,,
7644966,,ABA Maintenance - INT-ATI-RPL-292 - (CIDB 11.1) - Ventia,$212.03,1,Ea.,0,5,$222.63,,Remove existing and supply and install new buzzer button to intercom system. Installation in accordance with manufacturers specification.,Active,,,
7644967,,ABA Maintenance - INT-ATI-RPL-293 - (CIDB 11.1) - Ventia,$170.21,1,Ea.,0,5,$178.72,,Remove existing and supply and install new 12 volt D.C. power supply to intercom system. Installation in accordance with manufacturers specification.,Active,,,
7644968,,ABA Maintenance - INT-ATI-RPL-294 - (CIDB 11.1) - Ventia,$330.73,1,Ea.,0,5,$347.27,,Remove and dispose of existing and supply and install new electric door striker/lock. Including check and make good wiring to fitting. Installation in accordance with manufacturers specification.,Active,,,
7644969,,ABA Maintenance - INT-ATI-RPL-295 - (CIDB 11.1) - Ventia,$178.26,1,Ea.,0,5,$187.17,,Remove and dispose of existing and supply and install new wall or desk mounted handset and base to intercom system. Including checking and make good wiring to unit. Installation in accordance with manufacturers specification.,Active,,,
7644970,,ABA Maintenance - INT-ATI-RPL-296 - (CIDB 11.1) - Ventia,$127.29,1,Ea.,0,5,$133.65,,"Remove and dispose of existing, supply and install new door alarm light and fitting to intercom system. Check and make good wiring to alarm light unit. Installation to be in accordance with manufacturers specification.",Active,,,
7645088,,ABA Maintenance - INT-ATI-RPL-409 - (CIDB 11.1) - Ventia,$382.51,1,Ea.,0,5,$401.64,,"Remove and dispose of existing and supply and install 4 button door station intercom. Wall mounted or recessed type, weatherproof. Installed to manufacturer�s specification.",Active,,,
7645089,,ABA Maintenance - INT-ATI-RPL-410 - (CIDB 11.1) - Ventia,$456.96,1,Ea.,0,5,$479.81,,"Remove and dispose of existing and supply and install 6 button door station intercom. Wall mounted or recessed type, weatherproof. Installed to manufacturer�s specification.",Active,,,
7645090,,ABA Maintenance - INT-ATI-RPL-411 - (CIDB 11.1) - Ventia,$680.93,1,Ea.,0,5,$714.98,,"Remove and dispose of existing and supply and install 8 button door station intercom. Wall mounted or recessed type, weatherproof. Installed to manufacturer�s specification.",Active,,,
7644380,,ABA Maintenance - KKC-DWU-REP-159 - (CIDB 11.1) - Ventia,$13.89,1,Ea.,0,5,$14.58,,"Ease and Adjust kitchen drawer, all sizes. Excludes replacement drawer, handle, runners. No new parts. ",Active,,,
7644381,,ABA Maintenance - KKC-DWU-RPL-160 - (CIDB 11.1) - Ventia,$28.79,1,Pair,0,5,$30.23,,"Supply and install replacement kitchen drawer runners x 2, all sizes. Includes ease and adjust drawer. Excludes replacement drawer, handle. Includes removal and disposal of existing drawer runners and all resultant waste.",Active,,,
7644382,,ABA Maintenance - KKC-DWU-RPL-161 - (CIDB 11.1) - Ventia,$82.63,1,Ea.,0,5,$86.76,,"Supply and install replacement kitchen drawer laminated front, use existing handle 450mm wide x up to 180mm high, all heights. Finish to match existing. Excludes new drawer. Includes removal and disposal of existing front and all resultant waste.",Active,,,
7644383,,ABA Maintenance - KKC-DWU-RPL-162 - (CIDB 11.1) - Ventia,$92.06,1,Ea.,0,5,$96.66,,"Supply and install replacement kitchen drawer laminated front, use existing handle 600mm wide x up to 180mm high all heights. Finish to match existing. Excludes new drawer.  Includes removal and disposal of existing front and all resultant waste.",Active,,,
7644384,,ABA Maintenance - KKC-DWU-RPL-163 - (CIDB 11.1) - Ventia,$105.38,1,Ea.,0,5,$110.65,,"Supply and install replacement kitchen drawer laminated front, use existing handle up to 900mm wide x up to 350mm high, all heights. Finish to match existing. Excludes new drawer. Includes removal and disposal of existing front and all resultant waste.",Active,,,
7644386,,ABA Maintenance - KKC-DWU-RPL-165 - (CIDB 11.1) - Ventia,$89.29,1,Ea.,0,5,$93.75,,"Supply and install replacement 450mm wide and up to '600mm deep complete drawer carcass. Refix existing drawer front. Excludes replacement front, handle, runners. Includes removal and disposal of existing carcass and all resultant waste.",Active,,,
7644387,,ABA Maintenance - KKC-DWU-RPL-166 - (CIDB 11.1) - Ventia,$100.37,1,Ea.,0,5,$105.39,,"Supply and fit replacement 600mm wide and up to 600mm deep complete drawer carcass. Refix existing drawer front. Excludes replacement front, handle, runners. Includes removal and disposal of existing carcass and all resultant waste.",Active,,,
7644388,,ABA Maintenance - KKC-DWU-RPL-167 - (CIDB 11.1) - Ventia,$144.85,1,Ea.,0,5,$152.09,,"Supply and fit replacement 900mm wide and up to 600mm deep complete drawer carcass. Refix existing drawer front. Excludes replacement front, handle, runners. Includes removal and disposal of existing carcass and all resultant waste.",Active,,,
7644389,,ABA Maintenance - KKC-DWU-RPL-168 - (CIDB 11.1) - Ventia,$190.32,1,Ea.,0,5,$199.84,,"Supply and install replacement 450mm deep single kitchen under bench 4 drawer unit up to 900mm wide, equal size, 16mm HMR board, coloured board to match existing surfaces. Includes, all drawer hardware and fronts (equal to BLUM), adjustable legs x 4, cutlery insert, melamine kickboard. Drawer sizes to match existing unless otherwise specified by LAHC. Includes removal and disposal of existing unit.",Active,,,
7644390,,ABA Maintenance - KKC-DWU-RPL-169 - (CIDB 11.1) - Ventia,$208.76,1,Ea.,0,5,$219.20,,"Supply and install replacement 600mm deep single kitchen under bench 4 drawer unit, equal size up to 900mm wide, 16mm HMR board, coloured board to match existing surfaces. Includes, all drawer hardware and fronts (equal to BLUM), adjustable legs x 4, cutlery insert, melamine kickboard. Drawer sizes to match existing unless otherwise specified by LAHC. Includes removal and disposal of existing unit.",Active,,,
7647208,,ABA Maintenance - KKC-DWU-RPL-9 - (CIDB 11.1) - Ventia,$22.57,1,Ea.,0,5,$23.70,,Supply and install new base to existing drawer - all sizes. Masonite or Plywood. Includes the removal and disposal of existing base and all resultant waste.,Active,,,
7647205,,ABA Maintenance - KKC-DWU-SIN-6 - (CIDB 11.1) - Ventia,$90.00,1,Ea.,0,5,$94.50,,"Supply and install new kitchen fitment drawer with laminated front  complete, 450mm wide x up to 180mm high, all heights. Finish to match existing � complete with new handle. Includes removal and disposal of existing drawer and all resultant waste",Active,,,
7647206,,ABA Maintenance - KKC-DWU-SIN-7 - (CIDB 11.1) - Ventia,$120.26,1,Ea.,0,5,$126.27,,"Supply and install new kitchen fitment drawer with laminated front  complete, 600mm wide x up to 180mm high, all heights. Finish to match existing � complete with new handle. Includes the removal and disposal of existing drawer and all resultant waste.",Active,,,
7647207,,ABA Maintenance - KKC-DWU-SIN-8 - (CIDB 11.1) - Ventia,$121.91,1,Ea.,0,5,$128.01,,"Supply and install new kitchen fitment drawer with laminated front  complete, 900mm wide x up to 350mm high, all heights. Finish to match existing � complete with new handle. Includes the removal and disposal of existing drawer and all resultant waste.",Active,,,
7644392,,ABA Maintenance - KKC-FAP-RPL-170 - (CIDB 11.1) - Ventia,$267.82,1,Ea.,0,5,$281.21,,"Supply and install replacement 750mm wide single kitchen under-bench standard oven cabinet, 16mm HMR board, coloured board to match existing surfaces. Includes adjustable legs x 4, melamine kickboard. Includes removal and disposal of existing cabinet and all resultant waste.",Active,,,
7644393,,ABA Maintenance - KKC-FAP-RPL-171 - (CIDB 11.1) - Ventia,$248.81,1,Ea.,0,5,$261.25,,"Supply and install replacement 600mm wide by 450mm deep single kitchen under-bench microwave cabinet with pot drawer, 16mm HMR board, coloured board to match existing surfaces. Includes, all drawer hardware and fronts (product similar to 'BLUM'), adjustable legs x 4, melamine kickboard. Includes removal and disposal of existing cabinet and all resultant waste.",Active,,,
7644394,,ABA Maintenance - KKC-FAP-RPL-172 - (CIDB 11.1) - Ventia,$267.82,1,Ea.,0,5,$281.21,,"Supply and install new 750mm wide single kitchen under-bench standard oven cabinet, 16mm HMR board, coloured board to match existing surfaces. Includes adjustable legs x 4, melamine kickboard. Includes removal and disposal of existing cabinet and all resultant waste. ",Active,,,
7644395,,ABA Maintenance - KKC-FAP-SIN-173 - (CIDB 11.1) - Ventia,$276.76,1,Ea.,0,5,$290.60,,"Supply and Install new 600mm wide by 450mm deep single kitchen under-bench microwave cabinet with pot drawer, 16mm HMR board, coloured board to match existing surfaces. Includes, all drawer hardware and fronts (product similar to 'BLUM'), adjustable legs x 4, melamine kickboard. Includes removal and disposal of existing cabinet and all resultant waste.",Active,,,
7644396,,ABA Maintenance - KKC-FAS-RPL-176 - (CIDB 11.1) - Ventia,$128.14,1,m2,0,5,$134.55,,Supply and install replacement back and end panels to breakfast bar. Faced with laminate to match existing. This item is to be used as part replacement only. Includes removal and disposal of existing panels and all resultant waste.,Active,,,
7644397,,ABA Maintenance - KKC-FCN-RPL-177 - (CIDB 11.1) - Ventia,$535.24,1,Ea.,0,5,$562.00,,"Supply and install replacement 450mm deep x 920mm x 920mm kitchen cupboard floor corner unit with 180 degree opening, with 2 doors and handles. This item is to be used as part replacement only. Match existing colour. Includes removal and disposal of existing units and all resultant waste.",Active,,,
7644398,,ABA Maintenance - KKC-FCN-RPL-178 - (CIDB 11.1) - Ventia,$627.89,1,Ea.,0,5,$659.28,,"Supply and install replacement 900mm-949mm by 450mm deep single kitchen under bench base corner cabinet, 16mm HMR board, coloured board to match existing. Includes, single adjustable shelf and supports, 1 bi-fold doors ( 2 leafs), 4 overlay hinges(equal to Blum soft close), adjustable legs x 4, melamine kickboard. match existing colour. Includes removal and disposal of existing cabinet and all resultant waste.",Active,,,
7644399,,ABA Maintenance - KKC-FCN-RPL-179 - (CIDB 11.1) - Ventia,$644.54,1,Ea.,0,5,$676.77,,"Supply and install replacement cabinet, R900mm-upto L1200mm by 450mm deep single kitchen under bench base corner cabinet, 16mm HMR board, coloured board to match existing. Includes, single adjustable shelf and supports, 3 doors, 6 overlay hinges(equal to Blum soft close), adjustable legs x 4, melamine kickboard. Colour to match existing. Includes removal and disposal of existing cabinet and all resultant waste.",Active,,,
7644400,,ABA Maintenance - KKC-FCN-RPL-180 - (CIDB 11.1) - Ventia,$623.58,1,Ea.,0,5,$654.76,,"Supply and install replacement cabinet, 900mm-949mm by 600mm deep single kitchen under bench base corner cabinet, 16mm HMR board, coloured board to match existing. Includes single adjustable shelf and supports, 1 bi-fold doors (2 leafs), 4 overlay hinges (product similar to 'Blum soft close'), adjustable legs x 4, melamine kickboard-. Colour to match existing. Includes removal and disposal of existing cabinet and all resultant waste.",Active,,,
7644401,,ABA Maintenance - KKC-FCN-RPL-181 - (CIDB 11.1) - Ventia,$646.67,1,Ea.,0,5,$679.00,,"Supply and install replacement cabinet, R900mm-up to L1200mm by 600mm deep single with kitchen under bench base corner cabinet, 16mm HMR board, coloured board to match existing. Includes, single adjustable shelf and supports, 3 doors, 6 overlay hinges (product similar to 'Blum soft close'), adjustable legs x 4, melamine kickboard-. Match existing colour. Includes removal and disposal of existing cabinet and all resultant waste.",Active,,,
7644437,,ABA Maintenance - KKC-FCN-RPL-214 - (CIDB 11.1) - Ventia,$42.45,1,Ea.,0,5,$44.57,,Supply and install replacement corner hinges. Includes re-instatement of existing cupboard door and removal and disposal of existing and all resultant waste.,Active,,,
7646913,,ABA Maintenance - KKC-FKA-RPL-1 - (CIDB 11.1) - Ventia,$349.89,1,m,0,5,$367.38,,"Remove and dispose of existing and supply and install kitchen floor cupboards 900mm high x 600mm deep with 150mm kickboards, benchtop, doors, hinges, handles and end panels to match doors. Cupboards are to be measured from the longest point and rounded to the nearest 0.1m. Remove all demolished materials from site and all tip fees are included in item price. This SOR code is to be used in conjuction with complete kitchen refurbishment SOR codes, where the meterage of cupboards installed exceeds the meterage specified in the full refurbishment SOR code. ",Active,,,
7646914,,ABA Maintenance - KKC-FKA-RPL-2 - (CIDB 11.1) - Ventia,$330.99,1,m,0,5,$347.54,,"Remove and dispose of existing and supply and install kitchen floor cupboards 900mm high x 450mm deep with 150mm kickboards, benchtop, doors, hinges, handles and end panels to match doors. Cupboards are to be measured from the longest point and rounded to the nearest 0.1m. Remove all demolished materials from site and all tip fees are included in item price. This SOR Code is to be used in conjuction with complete kitchen refurbishment SOR codes where the meterage of cupboards installed exceeds the meterage specified in the full refurbishment SOR code. ",Active,,,
